"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Sentences";"Words";"Audience_age";"Audience_level";"Audience_size";"Full context";"Example source"
" я ьнед йылеЦ";"в";"Целый день я ";"в";" ";"бегах и целый день неотступно думаю";"Николай Пашин. Дневник (1945) // Николай Пашин: Из дневников «пропавшего без вести» / Публ. и комм. А. Любимова // Новый Журнал. 2012. №№ 270, 272, 2013, 273, 275, 276., 2012";"Николай Пашин";"1908";"Дневник";"1945";"бытовая | нехудожественная";"дневник, записные книжки";"политика и общественная жизнь | частная жизнь | администрация и управление | армия и вооруженные конфликты";"Николай Пашин: Из дневников «пропавшего без вести» / Публ. и комм. А. Любимова // Новый Журнал. 2012. №№ 270, 272, 2013, 273, 275, 276.";"2012";"журнал";"омонимия не снята";"4722";"59981";"н-возраст";"н-уровень";"личная";"Целый день я в бегах и целый день неотступно думаю о ней, молюсь за нее, прошу ее простить нас. ";"74592:1061:3"
" ясеишвавыркс или хяьвомиз ан еишвиж ,иказак";"в";"казаки, жившие на зимовьях или скрывавшиеся ";"в";" ";"бегах от преследования коменданта и старшин. ";"В. Я. Шишков. Емельян Пугачев. Книга вторая. Ч. 1-2 (1939-1945)";"В. Я. Шишков";"1873";"Емельян Пугачев. Книга вторая. Ч. 1-2";"1939-1945";"художественная";"роман";"";"Шишков В. Я. Емельян Пугачев: Ист. повествование";"1985";"книга";"омонимия не снята";"13878";"142216";"н-возраст";"н-уровень";"большая";"Присоединялись к его толпе и казаки, жившие на зимовьях или скрывавшиеся в бегах от преследования коменданта и старшин. ";"128822:1431:11"
" имаказак имикция с еиназятсос илиортсу ыратат";"в";"татары устроили состязание с яицкими казаками ";"в";" ";"бегах и борьбе. ";"В. Я. Шишков. Емельян Пугачев. Книга вторая. Ч. 1-2 (1939-1945)";"В. Я. Шишков";"1873";"Емельян Пугачев. Книга вторая. Ч. 1-2";"1939-1945";"художественная";"роман";"";"Шишков В. Я. Емельян Пугачев: Ист. повествование";"1985";"книга";"омонимия не снята";"13878";"142216";"н-возраст";"н-уровень";"большая";"В полдня татары устроили состязание с яицкими казаками в бегах и борьбе. ";"128822:4688:8"
" как ,олуним дазан умот тел отс";"в";"сто лет тому назад минуло, как ";"в";" ";"бегах скрылся… ";"В. Я. Шишков. Емельян Пугачев. Книга вторая. Ч. 1-2 (1939-1945)";"В. Я. Шишков";"1873";"Емельян Пугачев. Книга вторая. Ч. 1-2";"1939-1945";"художественная";"роман";"";"Шишков В. Я. Емельян Пугачев: Ист. повествование";"1985";"книга";"омонимия не снята";"13878";"142216";"н-возраст";"н-уровень";"большая";"У моего прадеда, ― говорит, ― тоже крепостной Бородавкин был, да сто лет тому назад минуло, как в бегах скрылся… ";"128822:13220:15"
"";"В";"";"В";" ";"бегах он, батюшка, ваше благородие, как";"В. Я. Шишков. Емельян Пугачев. Книга вторая. Ч. 3 (1939-1945)";"В. Я. Шишков";"1873";"Емельян Пугачев. Книга вторая. Ч. 3";"1939-1945";"художественная";"роман";"";"Шишков В. Я. Емельян Пугачев: Ист. повествование";"1985";"книга";"омонимия не снята";"6509";"68115";"н-возраст";"н-уровень";"большая";"В бегах он, батюшка, ваше благородие, как вас… ";"128823:2353:0"
" и назявс лыб ыбокя но имыроток";"в";"которыми он якобы был связан и ";"в";" ";"бегах. ";"Р. В. Иванов-Разумник. Тюрьмы и ссылки (1934-1944)";"Р. В. Иванов-Разумник";"1878";"Тюрьмы и ссылки";"1934-1944";"публицистика | нехудожественная";"мемуары";"";"Иванов-Разумник Р. Тюрьмы и ссылки";"1953";"книга";"омонимия не снята";"6151";"102827";"н-возраст";"высокий";"средняя";"Если не расстреляли сразу, то лишь оттого, что требовали точного указания, где находятся другие, тоже скрывшиеся и еще не пойманные главари восстания, с которыми он якобы был связан и в бегах. ";"76163:930:29"
" ыниволоп ешьлоб отч ,ьсоличулоп он ,вонелч";"в";"членов, но получилось, что больше половины ";"в";" ";"бегах (Корнблюм ― в Кузбассе, Ровинский ― в";"Л. К. Бронтман. Дневники и письма (1932-1942)";"Л. К. Бронтман";"1905";"Дневники и письма";"1932-1942";"публицистика | нехудожественная";"дневник, записные книжки";"";"Бронтман Л. К. Дневники 1932–1947";"2004";"книга";"омонимия не снята";"13147";"90970";"н-возраст";"н-уровень";"средняя";"Раньше было 11 членов, но получилось, что больше половины в бегах (Корнблюм ― в Кузбассе, Ровинский ― в «Известиях», Рабинович ― в Куйбышеве, Кузьмичев ― в армии, Калашников ― на фронте и т.д.), фактически ― налицо только четверо, из них трое ― члены редколлегии (Ильичев, Сиротин, Лазарев), четвертый ― Домрачев ― от секретариата. ";"72991:11227:9"
" ,тичанЗ";"в";"Значит, ";"в";" ";"бегах находишься?  ";"И. А. Арамилев. В лесах Урала // «Новый мир», 1941";"И. А. Арамилев";"1896";"В лесах Урала";"1941";"художественная";"повесть";"";"«Новый мир»";"1941";"журнал";"омонимия не снята";"11674";"82463";"н-возраст";"н-уровень";"большая";"Значит, в бегах находишься?  ";"129392:10242:1"
" лыборп йымидусдоп инемерв окьлокс ,лаванзу ,итсач";"в";"части, узнавал, сколько времени подсудимый пробыл ";"в";" ";"бегах, затем вполголоса перебрасывался несколькими фразами";"М. А. Шолохов. Тихий Дон. Книга четвёртая (1928-1940)";"М. А. Шолохов";"1905";"Тихий Дон. Книга четвёртая";"1928-1940";"художественная";"роман";"";"Шолохов М. Тихий Дон";"1980";"книга";"омонимия не снята";"13191";"127426";"н-возраст";"н-уровень";"очень большая";"Престарелый есаул, председательствовавший на заседаниях, спрашивал у подсудимого его фамилию, имя, отчество, чин и номер части, узнавал, сколько времени подсудимый пробыл в бегах, затем вполголоса перебрасывался несколькими фразами с членами суда ― безруким хорунжим и разъевшимся на легких хлебах усатым и пухломордым вахмистром ― и объявлял приговор. ";"128074:5494:21"
" но отч ,ужялг кат Я";"в";"Я так гляжу, что он ";"в";" ";"бегах. ";"М. А. Шолохов. Тихий Дон. Книга четвёртая (1928-1940)";"М. А. Шолохов";"1905";"Тихий Дон. Книга четвёртая";"1928-1940";"художественная";"роман";"";"Шолохов М. Тихий Дон";"1980";"книга";"омонимия не снята";"13191";"127426";"н-возраст";"н-уровень";"очень большая";"Я так гляжу, что он в бегах. ";"128074:8594:5"
" ежот ациньлетяирп отч ,ланз нО";"в";"Он знал, что приятельница тоже ";"в";" ";"бегах (муж вообще не приехал), ― и";"В. В. Набоков. Волшебник (1939)";"В. В. Набоков";"1899";"Волшебник";"1939";"художественная";"повесть";"";"Набоков В. В. Собрание сочинений русского периода в пяти томах. Т.5";"2000";"книга";"омонимия не снята";"436";"12013";"н-возраст";"н-уровень";"большая";"Он знал, что приятельница тоже в бегах (муж вообще не приехал), ― и предвкушение того, что он девочку застанет одну, кокаином таяло у него в чреслах. ";"77428:170:5"
" лишероП";"в";"Порешил ";"в";" ";"бегах быть. ";"В. Я. Шишков. Емельян Пугачев. Книга первая. Ч. 1-2 (1934-1939)";"В. Я. Шишков";"1873";"Емельян Пугачев. Книга первая. Ч. 1-2";"1934-1939";"художественная";"роман";"";"Шишков В. Я. Емельян Пугачев: Ист. повествование";"1985";"книга";"омонимия не снята";"12583";"128146";"н-возраст";"н-уровень";"большая";"Порешил в бегах быть. ";"128820:12012:1"
" ьсалидохан евтсежонм ов водус аднамок ;илетиж";"в";"жители; команда судов во множестве находилась ";"в";" ";"бегах; за ложные показания"" слова и";"Б. Г. Островский. Великая Северная экспедиция (1937)";"Б. Г. Островский";"1890";"Великая Северная экспедиция";"1937";"публицистика | нехудожественная";"монография";"наука и технологии | путешествия";"Островский Б. Г. Великая Северная экспедиция. Севоблгиз - 1937 - Архангельск";"1937";"книга";"омонимия не снята";"2632";"48833";"взрослый";"н-уровень";"средняя";"Негодовали и постоянно жаловались на непосильные тяготы местные жители; команда судов во множестве находилась в бегах; за ложные показания"" слова и дела ""людей целыми толпами под конвоем отправляли в Иркутск; сибирские власти строчили доносы и кляузы в Петербург; офицеры и весь начальствующий состав перессорились между собой и были на ножах; наконец, экспедицией Беринга были сильно недовольны в Петербурге и за медлительность и за нарекания на неё. ";"126668:1258:14"
" ончев лыб намруГ";"в";"Гурман был вечно ";"в";" ";"бегах, вечно придумывал какие-нибудь жульнические комбинации";"Т. В. Солоневич. Записки советской переводчицы (1937)";"Т. В. Солоневич";"1894";"Записки советской переводчицы";"1937";"публицистика | нехудожественная";"мемуары";"";"Тамара Солоневич. Записки советской переводчицы. Голос России, София, 1937";"1937";"книга";"омонимия не снята";"3982";"46724";"н-возраст";"н-уровень";"большая";"Гурман был вечно в бегах, вечно придумывал какие-нибудь жульнические комбинации и операции, всегда старался ухватить что плохо лежит. ";"128229:3097:3"
" тевиж вокижум оламеН";"в";"Немало мужиков живет ";"в";" ";"бегах и промышляет разбоем, так как";"А. П. Чапыгин. Гулящие люди (1937)";"А. П. Чапыгин";"1870";"Гулящие люди";"1937";"художественная";"роман";"";"А. П. Чапыгин. Гулящие люди";"1984";"книга";"омонимия не снята";"21904";"197034";"н-возраст";"н-уровень";"большая";"Немало мужиков живет в бегах и промышляет разбоем, так как тяготы пахотные да повинности ямские и дорожные и хлебные стали выколачиваться безбожно и без совести, а воеводина налога и того хуже. ";"73495:3518:3"
" оревтеч ,хыводалк хытсуп у хыволед ацратс";"в";"старца деловых у пустых кладовых, четверо ";"в";" ";"бегах да сиделец тюремной в долгах». ";"А. П. Чапыгин. Гулящие люди (1937)";"А. П. Чапыгин";"1870";"Гулящие люди";"1937";"художественная";"роман";"";"А. П. Чапыгин. Гулящие люди";"1984";"книга";"омонимия не снята";"21904";"197034";"н-возраст";"н-уровень";"большая";"Три старца деловых у пустых кладовых, четверо в бегах да сиделец тюремной в долгах». ";"73495:8066:7"
" лыб ,лешс ымьрют йенжерп С";"в";"С прежней тюрьмы сшел, был ";"в";" ";"бегах, нынче сказался гулящим. ";"А. П. Чапыгин. Гулящие люди (1937)";"А. П. Чапыгин";"1870";"Гулящие люди";"1937";"художественная";"роман";"";"А. П. Чапыгин. Гулящие люди";"1984";"книга";"омонимия не снята";"21904";"197034";"н-возраст";"н-уровень";"большая";"С прежней тюрьмы сшел, был в бегах, нынче сказался гулящим. ";"73495:14578:5"
" лыб ыт ,катИ";"в";"Итак, ты был ";"в";" ";"бегах. ";"А. К. Виноградов. Осуждение Паганини (1936)";"А. К. Виноградов";"1888";"Осуждение Паганини";"1936";"художественная";"роман";"";"А. К. Виноградов. Повесть о братьях Тургеневых. Осуждение Паганини. Минск: Мастацкая литература, 1983";"1983";"книга";"омонимия не снята";"7743";"100770";"н-возраст";"н-уровень";"большая";"Итак, ты был в бегах. ";"128771:4671:3"
"";"В";"";"В";" ";"бегах и в нетях, вот исход";"Георгий Флоровский. Пути русского богословия (1936)";"Георгий Флоровский";"1893";"Пути русского богословия";"1936";"учебно-научная | церковно-богословская | нехудожественная";"монография";"философия | религия";"";"2003";"книга";"омонимия не снята";"12085";"176954";"н-возраст";"высокий";"большая";"В бегах и в нетях, вот исход XVII-го века. ";"75270:1372:0"
" локсаР";"в";"Раскол ";"в";" ";"бегах и в побеге. ";"Георгий Флоровский. Пути русского богословия (1936)";"Георгий Флоровский";"1893";"Пути русского богословия";"1936";"учебно-научная | церковно-богословская | нехудожественная";"монография";"философия | религия";"";"2003";"книга";"омонимия не снята";"12085";"176954";"н-возраст";"высокий";"большая";"Раскол в бегах и в побеге. ";"75270:1597:1"
" юинеджохан оп« хассалк в иитыбен о";"в";"о небытии в классах «по нахождению ";"в";" ";"бегах» или «по неимению одежды». ";"Георгий Флоровский. Пути русского богословия (1936)";"Георгий Флоровский";"1893";"Пути русского богословия";"1936";"учебно-научная | церковно-богословская | нехудожественная";"монография";"философия | религия";"";"2003";"книга";"омонимия не снята";"12085";"176954";"н-возраст";"высокий";"большая";"Процент успевающих иногда падал почти до половины, и в классных журналах все еще можно было встретить удивительные отметки о небытии в классах «по нахождению в бегах» или «по неимению одежды». ";"75270:5188:24"
" ястилсич и иитрап то латсто ,»лесоко";"в";"окосел», отстал от партии и числится ";"в";" ";"бегах. ";"Б. И. Вронский. Дневник (1935)";"Б. И. Вронский";"1898";"Дневник";"1935";"бытовая | нехудожественная";"дневник, записные книжки";"частная жизнь | путешествия | природа | геология";"";"";"электронный текст";"омонимия не снята";"4039";"61246";"н-возраст";"н-уровень";"личная";"Алексей Николаевич в связи с получением спирта «окосел», отстал от партии и числится в бегах. ";"21565:377:13"
" ясеищядохан ,икру еынтсачсен сачйес тюавытыпси отч";"в";"что испытывают сейчас несчастные урки, находящиеся ";"в";" ";"бегах. ";"Б. И. Вронский. Дневник (1935)";"Б. И. Вронский";"1898";"Дневник";"1935";"бытовая | нехудожественная";"дневник, записные книжки";"частная жизнь | путешествия | природа | геология";"";"";"электронный текст";"омонимия не снята";"4039";"61246";"н-возраст";"н-уровень";"личная";"Представляю, что испытывают сейчас несчастные урки, находящиеся в бегах. ";"21565:621:7"
" удуб я восач окьлоксен зереЧ";"в";"Через несколько часов я буду ";"в";" ";"бегах, а теперь я решаю судьбу";"И. Л. Солоневич. Россия в концлагере (1935)";"И. Л. Солоневич";"1891";"Россия в концлагере";"1935";"публицистика | нехудожественная";"мемуары";"";"III Издание. Издательство «Голосъ Россiи», Софiя, 1938";"1938";"книга";"омонимия не снята";"17051";"191677";"н-возраст";"н-уровень";"большая";"Через несколько часов я буду в бегах, а теперь я решаю судьбу матча между чекистами, которые завтра будут ловить меня, а потом, может быть, и разстреливать… ";"128230:16494:5"
" яслидохан ежу Я";"в";"Я уже находился ";"в";" «";"бегах». ";"И. Л. Солоневич. Россия в концлагере (1935)";"И. Л. Солоневич";"1891";"Россия в концлагере";"1935";"публицистика | нехудожественная";"мемуары";"";"III Издание. Издательство «Голосъ Россiи», Софiя, 1938";"1938";"книга";"омонимия не снята";"17051";"191677";"н-возраст";"н-уровень";"большая";"Я уже находился в «бегах». ";"128230:16581:3"
"";"В";"";"В";" ";"бегах он получил прозвище Карась. ";"В. В. Вересаев. Воспоминания (1925-1935)";"В. В. Вересаев";"1867";"Воспоминания";"1925-1935";"публицистика | нехудожественная";"мемуары";"";"В. В. Вересаев «Воспоминания». Госполитиздат, 1946";"1946";"книга";"омонимия не снята";"9316";"99353";"н-возраст";"н-уровень";"большая";"В бегах он получил прозвище Карась. ";"128750:6393:0"
" еишкинзов ,идюл итэ ,”мзиладоеф йиксечитсилатипак“ йишйевономас";"в";"самоновейший “капиталистический феодализм”, эти люди, возникшие ";"в";" ";"бегах от средневековья и имевшие только";"Б. А. Пильняк. Камни и корни (1934)";"Б. А. Пильняк";"1894";"Камни и корни";"1934";"художественная";"роман";"";"Пильняк Б. А. Собрание сочинений: В 6-ти томах. Том 5: «ОКэй. Американский роман». Камни и корни: Романы. Рассказы";"2003";"книга";"омонимия не снята";"4372";"53930";"н-возраст";"н-уровень";"большая";"Американские буйволы сели в автомобиль с тем, чтобы отвезти из городов по деревням ― наряду с “деревенскими” платьями, придуманными в городах, ― самоновейший “капиталистический феодализм”, эти люди, возникшие в бегах от средневековья и имевшие только две традиции ― традицию молодости и традицию отсутствия традиций. ";"126780:2082:26"
" я ,йонм аз еногоп в яицилоп";"в";"полиция в погоне за мной, я ";"в";" ";"бегах от полиции, ― через полицейские заставы";"Б. А. Пильняк. Камни и корни (1934)";"Б. А. Пильняк";"1894";"Камни и корни";"1934";"художественная";"роман";"";"Пильняк Б. А. Собрание сочинений: В 6-ти томах. Том 5: «ОКэй. Американский роман». Камни и корни: Романы. Рассказы";"2003";"книга";"омонимия не снята";"4372";"53930";"н-возраст";"н-уровень";"большая";"И в этот день, несмотря на то, что я и полиция окончательно обалдели в погонях за гостиницами, ― полиция в погоне за мной, я в бегах от полиции, ― через полицейские заставы ко мне пришли Акита, Сиге-мори, Канэда, ― они пришли от Нитиро-гэйдзюцу-кьо-кай, от Японо-Русского литературно-художественного общества, ― поздравить меня и пригласить к себе, и моей спутнице они принесли цветы. ";"126780:2606:23"
" ― отк а ,тибу ― отК   :хагарв хылыб";"в";"былых врагах:   Кто ― убит, а кто ― ";"в";" ";"бегах. ";"Изъ Совѣтской печати // Вѣстникъ Общества Галлиполійцевъ № 14, 1934";"неизвестный";"";"Изъ Совѣтской печати";"1934";"публицистика | нехудожественная";"обзор";"сельское хозяйство | администрация и управление | политика и общественная жизнь | бизнес, коммерция, экономика, финансы | армия и вооруженные конфликты | транспорт";"Вѣстникъ Общества Галлиполійцевъ № 14";"1934";"журнал";"омонимия не снята";"108";"1132";"н-возраст";"н-уровень";"большая";"Силы нет в былых врагах:   Кто ― убит, а кто ― в бегах. ";"79252:34:9"
" илыб ― еевородзоп отк ― еичобаР";"в";"Рабочие ― кто поздоровее ― были ";"в";" ";"бегах, оставались маломощные. ";"А. Н. Толстой. Петр Первый. Книга вторая (1933)";"А. Н. Толстой";"1882";"Петр Первый. Книга вторая";"1933";"художественная";"роман";"";"А. Н. Толстой. Петр Первый";"1974";"книга";"омонимия не снята";"8579";"78868";"н-возраст";"н-уровень";"очень большая";"Рабочие ― кто поздоровее ― были в бегах, оставались маломощные. ";"128587:5756:4"
" ясюущядохан енын ,ароткод огоксназяр ьчод юунпутсерп";"в";"преступную дочь рязанского доктора, ныне находящуюся ";"в";" ";"бегах. ";"М. А. Осоргин. Свидетель истории (1932)";"М. А. Осоргин";"1878";"Свидетель истории";"1932";"художественная";"роман";"";"«Осоргин М. «Времена». Романы и автобиографическое повествование";"1992";"книга";"омонимия не снята";"5163";"56266";"н-возраст";"н-уровень";"большая";"И лишь одно омрачило прекрасное настроение отца Якова: в тот же поезд села в Челябинске молодая особа, как будто та самая, которую он видел в Петербурге в высоком учреждении и которая очень уж была похожа на преступную дочь рязанского доктора, ныне находящуюся в бегах. ";"126664:4656:42"
" ясйишвидохан роп хет од ,авокярбереС цйибу";"в";"убийц Серебрякова, до тех пор находившийся ";"в";" ";"бегах. ";"В. Ф. Ходасевич. Державин (1929-1931)";"В. Ф. Ходасевич";"1886";"Державин";"1929-1931";"публицистика | учебно-научная | нехудожественная";"биография";"искусство и культура";"Ходасевич В. Ф. Державин";"1988";"книга";"омонимия не снята";"5836";"80050";"н-возраст";"н-уровень";"большая";"Для поощрения каждому дано по пяти рублей, для устрашения ― тут же повешен последний из четырех убийц Серебрякова, до тех пор находившийся в бегах. ";"128963:1217:21"
" а ,воноиллим йониволоп с хувд олоко";"в";"около двух с половиной миллионов, а ";"в";" ";"бегах около миллиона. ";"Н. Н. Брешко-Брешковский. Дикая дивизия (1930)";"Н. Н. Брешко-Брешковский";"1874";"Дикая дивизия";"1930";"художественная";"роман";"";"Н. Н. Брешко-Брешковский. Дикая дивизия";"1991";"книга";"омонимия не снята";"3632";"41601";"н-возраст";"н-уровень";"большая";"Русских военнопленных в Германии около двух с половиной миллионов, а в бегах около миллиона. ";"72988:1580:10"
" ,ад ,аД";"в";"Да, да, ";"в";" ";"бегах. ";"Н. Н. Брешко-Брешковский. Дикая дивизия (1930)";"Н. Н. Брешко-Брешковский";"1874";"Дикая дивизия";"1930";"художественная";"роман";"";"Н. Н. Брешко-Брешковский. Дикая дивизия";"1991";"книга";"омонимия не снята";"3632";"41601";"н-возраст";"н-уровень";"большая";"Да, да, в бегах. ";"72988:1581:2"
" лыб йыроток ,етадлос моратс о еонтумс";"в";"смутное о старом солдате, который был ";"в";" ";"бегах и которого наказывали перед строем. ";"И. С. Лукаш. Пожар Москвы (1930)";"И. С. Лукаш";"1892";"Пожар Москвы";"1930";"художественная";"роман";"";"Серия «Литература русской эмиграции», Иван Лукаш";"2000";"книга";"омонимия не снята";"6328";"62104";"н-возраст";"н-уровень";"большая";"Точно Кошелев вспомнил что-то смутное о старом солдате, который был в бегах и которого наказывали перед строем. ";"129933:1383:10"
" лыб но ьтацдантяп теЛ";"в";"Лет пятнадцать он был ";"в";" ";"бегах, шатался меж двор. ";"А. Н. Толстой. Петр Первый. Книга первая (1930)";"А. Н. Толстой";"1882";"Петр Первый. Книга первая";"1930";"художественная";"роман";"";"А. Н. Толстой. Петр Первый";"1974";"книга";"омонимия не снята";"10066";"94613";"н-возраст";"н-уровень";"очень большая";"Лет пятнадцать он был в бегах, шатался меж двор. ";"128586:91:4"
" еыньлатсо ― ,еорт огок у ,акижум авд";"в";"два мужика, у кого трое, ― остальные ";"в";" ";"бегах. ";"А. Н. Толстой. Петр Первый. Книга первая (1930)";"А. Н. Толстой";"1882";"Петр Первый. Книга первая";"1930";"художественная";"роман";"";"А. Н. Толстой. Петр Первый";"1974";"книга";"омонимия не снята";"10066";"94613";"н-возраст";"н-уровень";"очень большая";"Семеро поверстаны в отвод, бьются на пустошах, у кого два мужика, у кого трое, ― остальные в бегах. ";"128586:213:15"
" шуд ьтяп ,ледуксо месвос екьневеред итсолим";"в";"милости деревеньке совсем оскудел, пять душ ";"в";" ";"бегах ныне, уж и не знаем";"А. Н. Толстой. Петр Первый. Книга первая (1930)";"А. Н. Толстой";"1882";"Петр Первый. Книга первая";"1930";"художественная";"роман";"";"А. Н. Толстой. Петр Первый";"1974";"книга";"омонимия не снята";"10066";"94613";"н-возраст";"н-уровень";"очень большая";"Народишко в твоей милости деревеньке совсем оскудел, пять душ в бегах ныне, уж и не знаем, как перед тобой отвечать… ";"128586:3470:9"
" ил ястидохан ен ,ьтанзу юьлец с";"в";"с целью узнать, не находится ли ";"в";" ";"бегах кто-либо из преступников, отбывающих наказание";"А. Ф. Кошко. Очерки уголовного мира царской России. 3 (1928)";"А. Ф. Кошко";"1867";"Очерки уголовного мира царской России. 3";"1928";"публицистика | нехудожественная";"мемуары | очерк";"криминал";"А. Ф. Кошко. Очерки уголовного мира царской России. Т. 3. Негодяй";"2001";"книга";"омонимия не снята";"3299";"42868";"н-возраст";"н-уровень";"большая";"Вместе с тем мною были запрошены все каторжные тюрьмы и места заключений с целью узнать, не находится ли в бегах кто-либо из преступников, отбывающих наказание за прежние подделки денег. ";"76505:317:18"
" ,йач ,ыт ,мечорпВ";"в";"Впрочем, ты, чай, ";"в";" ";"бегах давно забыл, что ты иерей";"И. Ф. Наживин. Степан Разин (Казаки) (1928)";"И. Ф. Наживин";"1874";"Степан Разин (Казаки)";"1928";"художественная";"роман";"";"И. Ф. Наживин. Степан Разин (Казаки)";"2004";"книга";"омонимия не снята";"8626";"116606";"н-возраст";"н-уровень";"большая";"Впрочем, ты, чай, в бегах давно забыл, что ты иерей, ― только одни волосёнки от всего иерейства и остались… ";"77523:1696:3"
" ен и хывиж В";"в";"В живых и не ";"в";" ";"бегах осталось мало. ";"М. А. Осоргин. Сивцев Вражек (1928)";"М. А. Осоргин";"1878";"Сивцев Вражек";"1928";"художественная";"роман";"";"«Осоргин М. «Времена». Романы и автобиографическое повествование";"1992";"книга";"омонимия не снята";"8607";"80550";"н-возраст";"н-уровень";"большая";"В живых и не в бегах осталось мало. ";"126665:5575:4"
" онвад ,шан тнакирбаф ,от-ниязох А";"в";"А хозяин-то, фабрикант наш, давно ";"в";" ";"бегах, куда убежал ― и не знаю";"М. А. Осоргин. Сивцев Вражек (1928)";"М. А. Осоргин";"1878";"Сивцев Вражек";"1928";"художественная";"роман";"";"«Осоргин М. «Времена». Романы и автобиографическое повествование";"1992";"книга";"омонимия не снята";"8607";"80550";"н-возраст";"н-уровень";"большая";"А хозяин-то, фабрикант наш, давно в бегах, куда убежал ― и не знаю даже. ";"126665:6742:6"
" ,целгеб но ,ьтыб олатс ,оН";"в";"Но, стало быть, он беглец, ";"в";" ";"бегах, в нетях, он дезертёр?  ";"Ю. Н. Тынянов. Смерть Вазир-Мухтара (1928)";"Ю. Н. Тынянов";"1894";"Смерть Вазир-Мухтара";"1928";"художественная";"роман";"";"Ю. Н. Тынянов. Сочинения в 2-х т. Т.2. Смерть Вазир-Мухтара";"1985";"книга";"омонимия не снята";"12556";"112375";"н-возраст";"н-уровень";"очень большая";"Но, стало быть, он беглец, в бегах, в нетях, он дезертёр?  ";"128669:4257:5"
" лиж оглод но отч ,огот еничирп";"в";"причине того, что он долго жил ";"в";" ";"бегах в Японии и в Китае. ";"Вл. А. Гиляровский. Мои скитания (1927)";"Вл. А. Гиляровский";"1853";"Мои скитания";"1927";"публицистика | нехудожественная";"мемуары";"";"В. Гиляровский. Мои скитания";"2001";"книга";"омонимия не снята";"5930";"64329";"н-возраст";"н-уровень";"большая";"Впрочем, это было только его деревенское прозвище, данное ему по причине того, что он долго жил в бегах в Японии и в Китае. ";"75429:352:16"
" инзиж о ,атевс гурков хяивтснартс хиовс";"в";"своих странствиях вокруг света, о жизни ";"в";" ";"бегах в Японии и на необитаемом";"Вл. А. Гиляровский. Мои скитания (1927)";"Вл. А. Гиляровский";"1853";"Мои скитания";"1927";"публицистика | нехудожественная";"мемуары";"";"В. Гиляровский. Мои скитания";"2001";"книга";"омонимия не снята";"5930";"64329";"н-возраст";"н-уровень";"большая";"По вечерам рассказывал мне о своих странствиях вокруг света, о жизни в бегах в Японии и на необитаемом острове. ";"75429:361:11"
" от-едг еогурд";"в";"другое где-то ";"в";" ";"бегах о чужом. ";"М. М. Пришвин. Дневники (1927)";"М. М. Пришвин";"1873";"Дневники";"1927";"публицистика | нехудожественная";"дневник, записные книжки";"";"М. М. Пришвин. Дневники. 1926-1927. ― М.: Русская книга, 2003";"2003";"книга";"омонимия не снята";"9533";"136247";"н-возраст";"н-уровень";"большая";"другое где-то в бегах о чужом. ";"127283:9185:2"
" от едг йогурд ,иквыбоп ямерв ов";"в";"во время побывки, другой где то ";"в";" ";"бегах. ";"М. М. Пришвин. Дневники (1927)";"М. М. Пришвин";"1873";"Дневники";"1927";"публицистика | нехудожественная";"дневник, записные книжки";"";"М. М. Пришвин. Дневники. 1926-1927. ― М.: Русская книга, 2003";"2003";"книга";"омонимия не снята";"9533";"136247";"н-возраст";"н-уровень";"большая";"Это значит ― один рассказ был написан дома, во время побывки, другой где то в бегах. ";"127283:9189:13"
" менок аз ад ,ьдевдем незург ,ун";"в";"ну, грузен медведь, да за конем ";"в";" ";"бегах держится ― пляши!  ";"А. П. Чапыгин. Разин Степан (1927)";"А. П. Чапыгин";"1870";"Разин Степан";"1927";"художественная";"роман";"";"А. П. Чапыгин. Разин Степан";"1986";"книга";"омонимия не снята";"18870";"159340";"н-возраст";"н-уровень";"большая";"А ну, грузен медведь, да за конем в бегах держится ― пляши!  ";"73497:5495:7"
" ― ,вотолГ лавызакссар ― ,адгот я ляотсоС";"в";"Состоял я тогда, ― рассказывал Глотов, ― ";"в";" ";"бегах. ";"И. Г. Гольдберг. Блатные рассказы // «Блатные рассказы», «Сибирские огни», 1926";"И. Г. Гольдберг";"1884";"Блатные рассказы";"1926";"художественная";"рассказ";"";"«Блатные рассказы», «Сибирские огни», 1926";"1926";"журнал";"омонимия не снята";"922";"9036";"н-возраст";"н-уровень";"большая";"Состоял я тогда, ― рассказывал Глотов, ― в бегах. ";"129495:528:5"
" ыднамок йотэ киньлачаН";"в";"Начальник этой команды ";"в";" ";"бегах или умер; и то и";"В. А. Каверин. Девять десятых судьбы (1926)";"В. А. Каверин";"1902";"Девять десятых судьбы";"1926";"художественная";"повесть";"";"Каверин В. Девять десятых судьбы";"1926";"книга";"омонимия не снята";"3204";"41417";"н-возраст";"н-уровень";"очень большая";"Начальник этой команды в бегах или умер; и то и другое ― одинаково плохо. ";"76318:2657:3"
