"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Sentences";"Words";"Audience_age";"Audience_level";"Audience_size";"Full context";"Example source"
" ман ,хи илункилко ым ,62-нА";"ан";"Ан-26, мы окликнули их, нам ";"на";" ";"бегу ответили, что Норильск принимает. ";"В. В. Ершов. Дневник (1992) // Летные дневники. 1984-2002 годы / Проза.ru";"В. В. Ершов";"1944";"Дневник";"1992";"бытовая | нехудожественная";"дневник, записные книжки";"частная жизнь | транспорт | политика и общественная жизнь | религия | сельское хозяйство";"Летные дневники. 1984-2002 годы / Проза.ru";"";"электронное издание";"омонимия не снята";"3526";"38195";"н-возраст";"н-уровень";"личная";"Через два часа сидения в самолете, мы увидели, что привели на посадку пассажиров москвичу, потом бегом пробежал мимо нас экипаж Ан-26, мы окликнули их, нам на бегу ответили, что Норильск принимает. ";"20270:1944:26"
" лапу ,чясыт 01 ешыв ыталпраз ледив";"ан";"видел зарплаты выше 10 тысяч, упал ";"на";" ";"бегу, щелкнув напоследок зубами на тот";"В. В. Ершов. Дневник (1992) // Летные дневники. 1984-2002 годы / Проза.ru";"В. В. Ершов";"1944";"Дневник";"1992";"бытовая | нехудожественная";"дневник, записные книжки";"частная жизнь | транспорт | политика и общественная жизнь | религия | сельское хозяйство";"Летные дневники. 1984-2002 годы / Проза.ru";"";"электронное издание";"омонимия не снята";"3526";"38195";"н-возраст";"н-уровень";"личная";"Так за всю жизнь и не видел зарплаты выше 10 тысяч, упал на бегу, щелкнув напоследок зубами на тот кусок… а он хоть и перед носом, но каюром-то Гайдар… ";"20270:2148:12"
" йищюалед есв ,ястежак ,кеволеч ,иицазинагро йовогрот";"ан";"торговой организации, человек, кажется, все делающий ";"на";" ";"бегу и тем не менее ничего";"Л. Репин. Выставили! // «Комсомольская правда», 1992";"Л. Репин";"";"Выставили!";"1992";"публицистика | нехудожественная";"отчет";"бизнес, коммерция, экономика, финансы";"«Комсомольская правда»";"1992";"газета";"омонимия не снята";"22";"301";"н-возраст";"н-уровень";"очень большая";"Арут Хачатурян, коммерческий директор международной торговой организации, человек, кажется, все делающий на бегу и тем не менее ничего не упускающий, считает, что нет ничего выгоднее, как делать дешевые, но качественные вещи. ";"45045:20:11"
" я алисорпс ― ,ашЯ";"ан";"Яша, ― спросила я ";"на";" ";"бегу, ― куда деть Мару?  ";"Дина Рубина. Во вратах твоих (1992)";"Дина Рубина";"1953";"Во вратах твоих";"1992";"художественная";"роман";"";"Дина Рубина. «Глаза героя крупным планом»";"2002";"книга";"омонимия не снята";"1625";"19727";"н-возраст";"н-уровень";"большая";"Яша, ― спросила я на бегу, ― куда деть Мару?  ";"53041:1237:3"
" яелеб ,могурд аз гурд илажебоп юьчон";"ан";"ночью побежали друг за другом, белея ";"на";" ";"бегу в сером ее исходе. ";"Асар Эппель. Июль (1991)";"Асар Эппель";"1935";"Июль";"1991";"художественная";"рассказ";"";"Асар Эппель. Шампиньон моей жизни";"2000";"книга";"омонимия не снята";"92";"2423";"н-возраст";"н-уровень";"большая";"Люди ночью побежали друг за другом, белея на бегу в сером ее исходе. ";"53506:68:7"
" ,имин аЗ";"ан";"За ними, ";"на";" ";"бегу складывая треногу, поспешал Аркадий Ильич. ";"Андрей Битов. Заповедник (телемелодрама) (1991)";"Андрей Битов";"1937";"Заповедник (телемелодрама)";"1991";"художественная";"рассказ";"";"Битов А. Жизнь в ветренную погоду";"1999";"книга";"омонимия не снята";"2292";"15877";"н-возраст";"н-уровень";"большая";"За ними, на бегу складывая треногу, поспешал Аркадий Ильич. ";"53485:1222:2"
" ьсяахыдаз ,ано алавз мотопеш ― !ажереС";"ан";"Сережа! ― шепотом звала она, задыхаясь ";"на";" ";"бегу. ";"Андрей Битов. Заповедник (телемелодрама) (1991)";"Андрей Битов";"1937";"Заповедник (телемелодрама)";"1991";"художественная";"рассказ";"";"Битов А. Жизнь в ветренную погоду";"1999";"книга";"омонимия не снята";"2292";"15877";"н-возраст";"н-уровень";"большая";"Сережа! ― шепотом звала она, задыхаясь на бегу. ";"53485:2152:5"
" ьтадап ,имялуп имищажзив доп увортсо оп";"ан";"по острову под визжащими пулями, падать ";"на";" ";"бегу. ";"Е. П. Злобин. Дневник (1991)";"Е. П. Злобин";"1928";"Дневник";"1991";"бытовая | нехудожественная";"дневник, записные книжки";"частная жизнь | политика и общественная жизнь";"";"";"электронное издание";"омонимия не снята";"1186";"9073";"н-возраст";"н-уровень";"личная";"Появятся браконьеры, охотники, приплывут на лодках, спустятся с вертолетов, и табун красавцев будет метаться по острову под визжащими пулями, падать на бегу. ";"21630:447:20"
" артсеС";"ан";"Сестра ";"на";" ";"бегу обернулась и дала несколько выстрелов";"Виктор Пелевин. Хрустальный мир (1991)";"Виктор Пелевин";"1962";"Хрустальный мир";"1991";"художественная";"рассказ";"";"Виктор Пелевин. Собрание сочинений в 3-х томах. Т. 3";"2001";"книга";"омонимия не снята";"536";"6390";"н-возраст";"н-уровень";"большая";"Сестра на бегу обернулась и дала несколько выстрелов из нагана ― завизжали рикошеты, рассыпалась по асфальту выбитая витрина парикмахерской, откуда всего секунду назад на мир удивленно глядела девушка в стиле модерн, нанесенная на стекло золотой краской. ";"53003:389:1"
" ясьтивонатсо олыб мерог мишдух ьседз ;икесто";"ан";"отсеки; здесь худшим горем было остановиться ";"на";" ";"бегу. ";"Алексей Иванов. Охота на «Большую Медведицу» (1990-1991)";"Алексей Иванов";"1969";"Охота на «Большую Медведицу»";"1990-1991";"художественная";"повесть";"";"А. В. Иванов. Земля ― Сортировочная (сборник)";"2006";"книга";"омонимия не снята";"1498";"15590";"н-возраст";"н-уровень";"большая";"Здесь, в этой жизни, целью существования была сутулая спина робота; здесь любая сложность бытия была проста; здесь высшим наслаждением было ощущение власти собственной руки над двумя величайшими константами вселенной ― жизнью и смертью, которыми раньше управляла природа, а теперь ― человек; здесь самым страшным были малоосвещенные отсеки; здесь худшим горем было остановиться на бегу. ";"22939:108:50"
" оласорб оге огомас а ,икур ьсилсярт";"ан";"тряслись руки, а самого его бросало ";"на";" ";"бегу от стены к стене, пока";"Алексей Иванов. Охота на «Большую Медведицу» (1990-1991)";"Алексей Иванов";"1969";"Охота на «Большую Медведицу»";"1990-1991";"художественная";"повесть";"";"А. В. Иванов. Земля ― Сортировочная (сборник)";"2006";"книга";"омонимия не снята";"1498";"15590";"н-возраст";"н-уровень";"большая";"У маэстро тряслись руки, а самого его бросало на бегу от стены к стене, пока он вдруг не увидел Аравиля, и ноги его ослабли в коленях. ";"22939:1316:8"
" лапелш ,йыннангодоп охолп ,телиженорб ,иктрук зеб";"ан";"без куртки, бронежилет, плохо подогнанный, шлепал ";"на";" ";"бегу. ";"Александр Кабаков. Сочинитель (1990-1991)";"Александр Кабаков";"1943";"Сочинитель";"1990-1991";"художественная";"повесть";"";"Александр Кабаков. Путешествие экстраполятора и другие сказки";"2000";"книга";"омонимия не снята";"2898";"39037";"н-возраст";"н-уровень";"большая";"Сергей бежал к ней, он уже оказался без куртки, бронежилет, плохо подогнанный, шлепал на бегу. ";"53578:1321:13"
" И";"ан";"И ";"на";" ";"бегу изумлялась ― одышки не было совершенно. ";"Александр Кабаков. Сочинитель (1990-1991)";"Александр Кабаков";"1943";"Сочинитель";"1990-1991";"художественная";"повесть";"";"Александр Кабаков. Путешествие экстраполятора и другие сказки";"2000";"книга";"омонимия не снята";"2898";"39037";"н-возраст";"н-уровень";"большая";"И на бегу изумлялась ― одышки не было совершенно. ";"53578:2746:1"
"";"аН";"";"На";" ";"бегу, на скаку тетка Васеня палила";"Виктор Астафьев. Последний поклон (1968-1991)";"Виктор Астафьев";"1924";"Последний поклон";"1968-1991";"художественная";"повесть | рассказ | цикл";"";"Собрание сочинений в пятнадцати томах. Том 5";"1997";"книга";"омонимия не снята";"19905";"260065";"н-возраст";"н-уровень";"большая";"На бегу, на скаку тетка Васеня палила в печи ноги или голову скотины. ";"22186:5141:0"
" адгесв ,моречев ясмеадив он ,окзилб и";"ан";"и близко, но видаемся вечером, всегда ";"на";" ";"бегу да на скаку. ";"Виктор Астафьев. Последний поклон (1968-1991)";"Виктор Астафьев";"1924";"Последний поклон";"1968-1991";"художественная";"повесть | рассказ | цикл";"";"Собрание сочинений в пятнадцати томах. Том 5";"1997";"книга";"омонимия не снята";"19905";"260065";"н-возраст";"н-уровень";"большая";"Мама хоть и близко, но видаемся вечером, всегда на бегу да на скаку. ";"22186:19603:8"
"";"аН";"";"На";" ";"бегу же он просунул руку в";"В. П. Астафьев. Не хватает сердца (1990)";"В. П. Астафьев";"1924";"Не хватает сердца";"1990";"художественная";"рассказ";"";"В. П. Астафьев. Лучшие рассказы для детей";"2015";"книга";"омонимия не снята";"1064";"14014";"подростковый";"н-уровень";"большая";"На бегу же он просунул руку в окно за бутылкой, сгреб в горсть два апельсинчика. ";"24747:160:0"
"";"аН";"";"На";" ";"бегу слизывали с травы вылитый полевой";"Александр Володин. Одноместный трамвай // Библиотека «Огонек», 1990";"Александр Володин";"1919";"Одноместный трамвай";"1990";"художественная";"повесть";"";"Библиотека «Огонек»";"1990";"журнал";"омонимия не снята";"1785";"15972";"н-возраст";"н-уровень";"большая";"На бегу слизывали с травы вылитый полевой кухней гороховый суп с запахом крови. ";"47808:256:0"
"";"аН";"";"На";" ";"бегу они успели вооружиться кто чем. ";"Александр Дудоладов. О бережном отношении к книге // «Трамвай», 1990";"Александр Дудоладов";"";"О бережном отношении к книге";"1990";"художественная";"рассказ";"";"«Трамвай»";"1990";"журнал";"омонимия не снята";"40";"340";"детский";"н-уровень";"большая";"На бегу они успели вооружиться кто чем. ";"19772:34:0"
" :тнемом амзитамард йынлоп ,ремирпан ,йокат ьтедялгдоп";"ан";"подглядеть такой, например, полный драматизма момент: ";"на";" ";"бегу столкнулись два муравья ― рабочий и";"В. Задорожный. Муравьи на тропе войны (по материалам зарубежной печати) // «Вокруг света», 1990";"В. Задорожный";"";"Муравьи на тропе войны (по материалам зарубежной печати)";"1990";"публицистика | нехудожественная";"статья";"природа";"«Вокруг света»";"1990";"журнал";"омонимия не снята";"99";"1346";"н-возраст";"н-уровень";"очень большая";"Одного только наметанного взгляда бывает мало, необходим еще и удачный случай, чтобы человек мог подглядеть такой, например, полный драматизма момент: на бегу столкнулись два муравья ― рабочий и бродячий. ";"50002:9:20"
" ,ьдеречо юовс в ,и учыбод юушйеннец";"ан";"ценнейшую добычу и, в свою очередь, ";"на";" ";"бегу к цели метит путь «феромоном";"В. Задорожный. Муравьи на тропе войны (по материалам зарубежной печати) // «Вокруг света», 1990";"В. Задорожный";"";"Муравьи на тропе войны (по материалам зарубежной печати)";"1990";"публицистика | нехудожественная";"статья";"природа";"«Вокруг света»";"1990";"журнал";"омонимия не снята";"99";"1346";"н-возраст";"н-уровень";"очень большая";"След разведчика теперь становится сигналом к мобилизации ― тот муравей, который натыкается на такую дорожку, тотчас бросает все свои дела и ведет себя так, словно это он обнаружил ценнейшую добычу и, в свою очередь, на бегу к цели метит путь «феромоном рекрутирования». ";"50002:52:33"
" ежу я лисорпс ―..?ежот ино евзар";"ан";"разве они тоже?..― спросил я уже ";"на";" ";"бегу. ";"Олег Кириллов. Книга ласковых имен // «Трамвай», 1990";"Олег Кириллов";"";"Книга ласковых имен";"1990";"публицистика | нехудожественная";"заметка";"частная жизнь";"«Трамвай»";"1990";"журнал";"омонимия не снята";"25";"223";"детский";"н-уровень";"большая";"А разве они тоже?..― спросил я уже на бегу. ";"19760:13:7"
" акшяноК лисорпс ― ?ьтыб имин с еж";"ан";"же с ними быть? ― спросил Коняшка ";"на";" ";"бегу. ";"Олег Кургузов. Охота на ворон // «Трамвай», 1990";"Олег Кургузов";"1959";"Охота на ворон";"1990";"художественная";"сказка";"";"«Трамвай»";"1990";"журнал";"омонимия не снята";"143";"975";"детский";"н-уровень";"большая";"А как же с ними быть? ― спросил Коняшка на бегу. ";"19801:134:8"
" отч ,ясляоб зар йыджак ялоК и";"ан";"и Коля каждый раз боялся, что ";"на";" ";"бегу споткнется. ";"Владимир Маканин. Сюр в Пролетарском районе (1990)";"Владимир Маканин";"1937";"Сюр в Пролетарском районе";"1990";"художественная";"повесть";"";"Маканин В. Удавшийся рассказ о любви";"2001";"книга";"омонимия не снята";"1196";"15536";"н-возраст";"н-уровень";"большая";"Лопаты, метла, а теперь еще и скрученные флаги от частого хлопанья дверью сползали, лежали на полу поперек, и Коля каждый раз боялся, что на бегу споткнется. ";"53605:10:23"
" ,IIIVXX IIVXX IVXX :локотсач йынсарк ястенят";"ан";"тянется красный частокол: XXVI XXVII XXVIII, ";"на";" ";"бегу она подхватывает прутик и громко";"Марина Палей. Кабирия с Обводного канала (1990)";"Марина Палей";"1955";"Кабирия с Обводного канала";"1990";"художественная";"повесть";"";"Палей М. Long Distance, или Славянский акцент";"2000";"книга";"омонимия не снята";"1542";"19130";"н-возраст";"н-уровень";"большая";"Она бежит, улыбаясь, приплясывая, подол юбки, как всегда, намного выше ординара, Монька не меняется, ей вечно четырнадцать, ― меняются лишь плакаты и лозунги (они плоховато видны мне за пеленой времени, пыли, сизых выхлопов и заводских дымов): вот человек в тяжелом скафандре осеняет ее римским жестом победы, жест перехватывает орденоносный дядечка с толстыми, как усы, бровями, ― она бежит, улыбаясь, приплясывая, кривые на диаграммах неуклонно ползут вверх, мелькают указатели, канал трудно проталкивает невесть куда мутные свои воды, ― она бежит, улыбаясь, приплясывая, идеальный юноша показывает белые зубы, пять в четыре, и вот уже олимпийский медведь, вознесенный над морем караваев и кокошников, старательно копирует жест космонавта, дядечки, юноши, ― она бежит, улыбаясь, приплясывая, вдоль обочины однообразно тянется красный частокол: XXVI XXVII XXVIII, на бегу она подхватывает прутик и громко делает по забору др-р-р-р-р-р-р!! ";"53674:24:116"
" ,делсв йонишам аз алажебоп акнираМ ,)меовдв";"ан";"вдвоем), Маринка побежала за машиной вслед, ";"на";" ";"бегу кутаясь в платок. ";"Владимир Маканин. Антилидер (1970-1990)";"Владимир Маканин";"1937";"Антилидер";"1970-1990";"художественная";"повесть";"";"Маканин В. Удавшийся рассказ о любви";"2001";"книга";"омонимия не снята";"1134";"12781";"н-возраст";"н-уровень";"большая";"Понимая, что он покатил к ней (придется праздновать дальше вдвоем), Маринка побежала за машиной вслед, на бегу кутаясь в платок. ";"53609:182:15"
" ьнок йом ремаз онволс гурдв И";"ан";"И вдруг словно замер мой конь ";"на";" ";"бегу ―   Стрелецкую водку достать не могу";"Венедикт Ерофеев. Из записных книжек (1958-1990)";"Венедикт Ерофеев";"1938";"Из записных книжек";"1958-1990";"художественная";"дневник, записные книжки";"";"Венедикт Ерофеев. Собрание сочинений в 2-х томах";"2001";"книга";"омонимия не снята";"2411";"21867";"н-возраст";"н-уровень";"большая";"И вдруг словно замер мой конь на бегу ―   Стрелецкую водку достать не могу,   Российскую водку найти не могу,   Донскую, Степную купить не могу,   А что за причина ― понять не могу. ";"52977:679:6"
" ,лачирказ и итяп тел кичьлам личоксыв";"ан";"выскочил мальчик лет пяти и закричал, ";"на";" ";"бегу подтягивая штаны:  ";"Михаил Анчаров. Как Птица Гаруда (1989)";"Михаил Анчаров";"1923";"Как Птица Гаруда";"1989";"художественная";"роман";"";"Анчаров М. Л. Как Птица Гаруда";"1989";"книга";"омонимия не снята";"10530";"84067";"н-возраст";"н-уровень";"большая";"Из дачной уборной выскочил мальчик лет пяти и закричал, на бегу подтягивая штаны:  ";"21816:3525:9"
" наП яслунялго ― ,умотэоп оннемИ";"ан";"Именно поэтому, ― оглянулся Пан ";"на";" ";"бегу. ";"Михаил Анчаров. Как Птица Гаруда (1989)";"Михаил Анчаров";"1923";"Как Птица Гаруда";"1989";"художественная";"роман";"";"Анчаров М. Л. Как Птица Гаруда";"1989";"книга";"омонимия не снята";"10530";"84067";"н-возраст";"н-уровень";"большая";"Именно поэтому, ― оглянулся Пан на бегу. ";"21816:10198:4"
" и дазан хищугеб ,вогарв хихуоннилд хиовс";"ан";"своих длинноухих врагов, бегущих назад и ";"на";" ";"бегу лягающих воздух бегущими копытами. ";"Фазиль Искандер. Сандро из Чегема (Книга 2) (1989)";"Фазиль Искандер";"1929";"Сандро из Чегема (Книга 2)";"1989";"художественная";"роман";"";"Ф. А. Искандер. «Сандро из Чегема». Кн. 2";"1989";"книга";"омонимия не снята";"10389";"143079";"н-возраст";"н-уровень";"большая";"Неоднократно накрываемый тяжелой артиллерией критики, размолотый и засыпанный землей и щебенкой, он, как легендарный пулеметчик, вдруг открывал огонь из-под собственных обломков, заставляя шарахаться своих длинноухих врагов, бегущих назад и на бегу лягающих воздух бегущими копытами. ";"22929:140:29"
" йещачирк и йещугеб делсв ядялг ,йогурд";"ан";"другой, глядя вслед бегущей и кричащей ";"на";" ";"бегу жене Тимура. ";"Фазиль Искандер. Сандро из Чегема (Книга 2) (1989)";"Фазиль Искандер";"1929";"Сандро из Чегема (Книга 2)";"1989";"художественная";"роман";"";"Ф. А. Искандер. «Сандро из Чегема». Кн. 2";"1989";"книга";"омонимия не снята";"10389";"143079";"н-возраст";"н-уровень";"большая";"Поздновато вскинулась! ― добавил другой, глядя вслед бегущей и кричащей на бегу жене Тимура. ";"22929:5995:9"
" :огонтовиж »укдохоп« юуннартс ьнечо илачемто адгот";"ан";"тогда отмечали очень странную «походку» животного: ";"на";" ";"бегу оно одновременно виляло из стороны";"Н. Н. Непомнящий. Разгадка близка? (О неразгаданных тайнах криптозоологии) (1989)";"Н. Н. Непомнящий";"1955";"Разгадка близка? (О неразгаданных тайнах криптозоологии)";"1989";"учебно-научная";"монография";"естественные науки";"Н. Н. Непомнящий. Разгадка близка? М.: Знание, 1989";"1989";"книга";"омонимия не снята";"1206";"17107";"н-возраст";"н-уровень";"большая";"Очевидцы тогда отмечали очень странную «походку» животного: на бегу оно одновременно виляло из стороны в сторону и подкидывало заднюю часть туловища при каждом прыжке. ";"33937:874:7"
" я алачевто ― ,»молед ижакоД«( йынсеретни ежад";"ан";"даже интересный («Докажи делом», ― отвечала я ";"на";" ";"бегу) и вот ни капельки не";"С. Л. Рябцева. Дети восьмидесятых (1989)";"С. Л. Рябцева";"";"Дети восьмидесятых";"1989";"публицистика";"монография";"образование";"С. Л. Рябцева. Дети восьмидесятых";"1989";"книга";"омонимия не снята";"7140";"64214";"н-возраст";"н-уровень";"большая";"Потом он долго ходил за мной по пятам и объяснял, что он, наоборот, очень даже интересный («Докажи делом», ― отвечала я на бегу) и вот ни капельки не занудливый и, если бы я знала его получше, тогда бы я увидала, какой он молодец ― ого-го!  ";"23788:7080:20"
" лавепсу и минделсоп лажеб ,адгесв как";"ан";"как всегда, бежал последним и успевал ";"на";" ";"бегу зевать. ";"Ефим Чеповецкий. Непоседа, Мякиш и Нетак (1989)";"Ефим Чеповецкий";"1919";"Непоседа, Мякиш и Нетак";"1989";"художественная";"сказка";"";"Ефим Чеповецкий. Непоседа, Мякиш и Нетак";"1997";"книга";"омонимия не снята";"4814";"44830";"детский";"н-уровень";"очень большая";"Мякиш, как всегда, бежал последним и успевал на бегу зевать. ";"19435:751:7"
" лазакс и НА яинарбос ямерв ов";"ан";"во время собрания АН и сказал ";"на";" ";"бегу (как всегда, он куда-то торопился";"А. Д. Сахаров. Воспоминания (1983-1989)";"А. Д. Сахаров";"1921";"Воспоминания";"1983-1989";"публицистика | нехудожественная";"мемуары";"";"";"";"книга";"омонимия не снята";"16250";"261123";"н-возраст";"н-уровень";"большая";"Недавно Я. Б. подошел ко мне во время собрания АН и сказал на бегу (как всегда, он куда-то торопился):  “В прошлом было всякое, давайте забудем плохое. ";"23860:3172:12"
" еще еыроток ,кешичьлам йен аз лалысоп";"ан";"посылал за ней мальчишек, которые еще ";"на";" ";"бегу кричали:  “Доктора, Барзани зовет пиво";"А. Д. Сахаров. Воспоминания (1983-1989)";"А. Д. Сахаров";"1921";"Воспоминания";"1983-1989";"публицистика | нехудожественная";"мемуары";"";"";"";"книга";"омонимия не снята";"16250";"261123";"н-возраст";"н-уровень";"большая";"Как Люся рассказывала, иногда по вечерам, когда она гуляла по городу, он посылал за ней мальчишек, которые еще на бегу кричали:  “Доктора, Барзани зовет пиво пить”. ";"23860:8457:18"
" ныцинежлоС ,йоволотс в или еродирок в";"ан";"в коридоре или в столовой, Солженицын ";"на";" ";"бегу, на ходу задавал мне какой-нибудь";"Л. К. Чуковская. Процесс исключения (Очерк литературных нравов) (1978|1989)";"Л. К. Чуковская";"1907";"Процесс исключения (Очерк литературных нравов)";"1978|1989";"публицистика | нехудожественная";"очерк";"искусство и культура | частная жизнь";"Лидия Чуковская. Процесс исключения";"2007";"книга";"омонимия не снята";"3803";"44393";"н-возраст";"н-уровень";"большая";"Иногда, встретившись со мною в коридоре или в столовой, Солженицын на бегу, на ходу задавал мне какой-нибудь внезапный вопрос, кажущийся случайным, но на деле ― либо продолжение нашего давнего разговора, либо упорно и подспудно преследующей его мысли. ";"22369:2309:10"
" ано алинсяъбо ― ,аволйомаС ихитс еывон юобос";"ан";"собою новые стихи Самойлова, ― объяснила она ";"на";" ";"бегу, ― и Фридочка просит прочесть… ";"Л. К. Чуковская. Памяти Фриды (1966-1967|1989)";"Л. К. Чуковская";"1907";"Памяти Фриды";"1966-1967|1989";"публицистика | нехудожественная";"статья";"частная жизнь";"Лидия Чуковская. Сочинения. В 2-х томах. Том I. Повести, воспоминания";"2000";"книга";"омонимия не снята";"1787";"24410";"н-возраст";"н-уровень";"большая";"Я сказала ей, что у меня с собою новые стихи Самойлова, ― объяснила она на бегу, ― и Фридочка просит прочесть… ";"22362:1384:13"
" иксечиткарп моннедеворп ,етевос мовеоб монневтсниде аН";"ан";"На единственном боевом совете, проведенном практически ";"на";" ";"бегу, договорились, что огонь открывают только";"Борис Васильев. Были и небыли. Книга 1 (1988)";"Борис Васильев";"1924";"Были и небыли. Книга 1";"1988";"художественная";"роман";"";"Васильев Б. Были и небыли";"1999";"книга";"омонимия не снята";"16498";"162205";"н-возраст";"н-уровень";"большая";"На единственном боевом совете, проведенном практически на бегу, договорились, что огонь открывают только по выстрелу Олексина. ";"53185:5946:6"
" лачиркорп ― !ысекреч ,ино тоВ";"ан";"Вот они, черкесы! ― прокричал ";"на";" ";"бегу Совримович. ";"Борис Васильев. Были и небыли. Книга 1 (1988)";"Борис Васильев";"1924";"Были и небыли. Книга 1";"1988";"художественная";"роман";"";"Васильев Б. Были и небыли";"1999";"книга";"омонимия не снята";"16498";"162205";"н-возраст";"н-уровень";"большая";"Вот они, черкесы! ― прокричал на бегу Совримович. ";"53185:6096:4"
" яялертс ,модяР";"ан";"Рядом, стреляя ";"на";" ";"бегу, спешили болгары, неторопливо и хладнокровно";"Борис Васильев. Были и небыли. Книга 1 (1988)";"Борис Васильев";"1924";"Были и небыли. Книга 1";"1988";"художественная";"роман";"";"Васильев Б. Были и небыли";"1999";"книга";"омонимия не снята";"16498";"162205";"н-возраст";"н-уровень";"большая";"Рядом, стреляя на бегу, спешили болгары, неторопливо и хладнокровно бил из магазинки Отвиновский, орал яростную матерщину Захар. ";"53185:6112:2"
" яслунпаз окьлот ,еиналеж отэ лилисереп он";"ан";"но пересилил это желание, только запнулся ";"на";" ";"бегу. ";"Борис Васильев. Были и небыли. Книга 1 (1988)";"Борис Васильев";"1924";"Были и небыли. Книга 1";"1988";"художественная";"роман";"";"Васильев Б. Были и небыли";"1999";"книга";"омонимия не снята";"16498";"162205";"н-возраст";"н-уровень";"большая";"Оттуда ударило несколько выстрелов, пули с протяжным жужжанием прочертили воздух над головой; поручик инстинктивно хотел упасть, укрыться, но пересилил это желание, только запнулся на бегу. ";"53185:7338:23"
" лачирк ― !овтсьлетидохсоверп ешаВ";"ан";"Ваше превосходительство! ― кричал ";"на";" ";"бегу капитан генерального штаба Сахаров. ";"Борис Васильев. Были и небыли. Книга 1 (1988)";"Борис Васильев";"1924";"Были и небыли. Книга 1";"1988";"художественная";"роман";"";"Васильев Б. Были и небыли";"1999";"книга";"омонимия не снята";"16498";"162205";"н-возраст";"н-уровень";"большая";"Ваше превосходительство! ― кричал на бегу капитан генерального штаба Сахаров. ";"53185:14967:3"
"";"аН";"";"На";" ";"бегу он поскользнулся, но не упал";"Борис Васильев. Были и небыли. Книга 1 (1988)";"Борис Васильев";"1924";"Были и небыли. Книга 1";"1988";"художественная";"роман";"";"Васильев Б. Были и небыли";"1999";"книга";"омонимия не снята";"16498";"162205";"н-возраст";"н-уровень";"большая";"На бегу он поскользнулся, но не упал, с двух сторон бережно подхваченный сильными руками. ";"53185:15912:0"
" ежу лачиркорп но аволс еинделсоП";"ан";"Последние слова он прокричал уже ";"на";" ";"бегу, бросившись навстречу тем, кто сумел";"Борис Васильев. Были и небыли. Книга 2 (1988)";"Борис Васильев";"1924";"Были и небыли. Книга 2";"1988";"художественная";"роман";"";"Васильев Б. Были и небыли";"1999";"книга";"омонимия не снята";"10914";"121770";"н-возраст";"н-уровень";"большая";"Последние слова он прокричал уже на бегу, бросившись навстречу тем, кто сумел пробиться сквозь пробку, чтобы хоть немного задержать их, пока погонцы развернут тяжелые телеги поперек узкого моста. ";"53186:3991:5"
" еще ,иладзи ещЕ";"ан";"Еще издали, еще ";"на";" ";"бегу, еще стреляя, заметил три тела";"Борис Васильев. Были и небыли. Книга 2 (1988)";"Борис Васильев";"1924";"Были и небыли. Книга 2";"1988";"художественная";"роман";"";"Васильев Б. Были и небыли";"1999";"книга";"омонимия не снята";"10914";"121770";"н-возраст";"н-уровень";"большая";"Еще издали, еще на бегу, еще стреляя, заметил три тела, а подбежав ближе, сразу бросился к тому, которое выделялось и белизной, и длинными черными волосами. ";"53186:4520:3"
" нО";"ан";"Он ";"на";" ";"бегу поравнялся с притормозившим грузовиком, обогнал";"Евгений Велтистов. Новые приключения Электроника (1988)";"Евгений Велтистов";"1934";"Новые приключения Электроника";"1988";"художественная";"повесть";"";"Евгений Велтистов. Приключения Электроника";"1998";"книга";"омонимия не снята";"2823";"23024";"подростковый";"н-уровень";"большая";"Он на бегу поравнялся с притормозившим грузовиком, обогнал его, устремился вперед. ";"24582:2804:1"
" литавху ен килорК йындолог он ,йынтсеч";"ан";"честный, но голодный Кролик не ухватил ";"на";" ";"бегу какой-то ЛИСТОК. ";"Леонид Сапожников. Митя Метелкин в Стране Синих роз (1988)";"Леонид Сапожников";"1945-1955";"Митя Метелкин в Стране Синих роз";"1988";"художественная";"повесть";"";"";"";"книга";"омонимия не снята";"3240";"23833";"н-возраст";"н-уровень";"очень большая";"И все было бы прекрасно, если бы честный, но голодный Кролик не ухватил на бегу какой-то ЛИСТОК. ";"23869:1218:13"
" ьсяавихамбо ,кищвосаЧ лацилксов ― !розоп йокаК";"ан";"Какой позор! ― восклицал Часовщик, обмахиваясь ";"на";" ";"бегу цилиндром. ";"Леонид Сапожников. Митя Метелкин в Стране Синих роз (1988)";"Леонид Сапожников";"1945-1955";"Митя Метелкин в Стране Синих роз";"1988";"художественная";"повесть";"";"";"";"книга";"омонимия не снята";"3240";"23833";"н-возраст";"н-уровень";"очень большая";"Какой позор! ― восклицал Часовщик, обмахиваясь на бегу цилиндром. ";"23869:2223:5"
" уме я лункирк ― ?ецилу ан янем";"ан";"меня на улице? ― крикнул я ему ";"на";" ";"бегу. ";"Аркадий Вайнер, Георгий Вайнер. Лекарство против страха (1987)";"Аркадий Вайнер, Георгий Вайнер";"1931|1938";"Лекарство против страха";"1987";"художественная";"роман";"";"Братья Вайнеры. Лекарство против страха";"1986";"книга";"омонимия не снята";"8333";"100896";"н-возраст";"н-уровень";"очень большая";"Что ж вы ждете меня на улице? ― крикнул я ему на бегу. ";"24548:6058:10"
