"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Sentences";"Words";"Audience_age";"Audience_level";"Audience_size";"Full context";"Example source"
" ынеджунирп илыб умотоп а ,юинелварп умокстепиге";"ясьтасапс";"египетскому правлению, а потому были принуждены ";"спасаться";" ";"бегством от турецкого нашествия. ";"К. М. Базили. Сирия и Палестина под турецким правительством в историческом и политическом отношении (1847)";"К. М. Базили";"1809";"Сирия и Палестина под турецким правительством в историческом и политическом отношении";"1847";"публицистика | нехудожественная";"монография";"политика и общественная жизнь | история";"К. М. Базили «Сирия под турецким правительством в историческом и политическом отношении», М. Изд-во восточной литературы. 1962";"1962";"книга";"омонимия не снята";"6090";"122555";"н-возраст";"н-уровень";"большая";"Владетели северных [отрогов] Ливана, эмиры Танух и Джемаль эд-Дин, по всегдашнему соперничеству со своими соседями пребывали верными египетскому правлению, а потому были принуждены спасаться бегством от турецкого нашествия. ";"62920:139:24"
" йыннеджунирп ,и ьнед йылец яславилертсто ,лемушан";"ясьтасапс";"нашумел, отстреливался целый день и, принужденный ";"спасаться";" ";"бегством от гнева своего господина, искал";"К. М. Базили. Сирия и Палестина под турецким правительством в историческом и политическом отношении (1847)";"К. М. Базили";"1809";"Сирия и Палестина под турецким правительством в историческом и политическом отношении";"1847";"публицистика | нехудожественная";"монография";"политика и общественная жизнь | история";"К. М. Базили «Сирия под турецким правительством в историческом и политическом отношении», М. Изд-во восточной литературы. 1962";"1962";"книга";"омонимия не снята";"6090";"122555";"н-возраст";"н-уровень";"большая";"Один из офицеров паши затеял ссору со своими товарищами, нашумел, отстреливался целый день и, принужденный спасаться бегством от гнева своего господина, искал покровительства в горах у сына Дахира вместе со своей свитой. ";"62920:755:15"
" оге ливатсаз и оксйов оген ан";"ясьтасапс";"на него войско и заставил его ";"спасаться";" ";"бегством в Египет (1819 г.) Мухаммед";"К. М. Базили. Сирия и Палестина под турецким правительством в историческом и политическом отношении (1847)";"К. М. Базили";"1809";"Сирия и Палестина под турецким правительством в историческом и политическом отношении";"1847";"публицистика | нехудожественная";"монография";"политика и общественная жизнь | история";"К. М. Базили «Сирия под турецким правительством в историческом и политическом отношении», М. Изд-во восточной литературы. 1962";"1962";"книга";"омонимия не снята";"6090";"122555";"н-возраст";"н-уровень";"большая";"Сулейман-паша незадолго до своей кончины с разрешения Порты выслал на него войско и заставил его спасаться бегством в Египет (1819 г.) Мухаммед Али исходатайствовал ему помилование султана и пашалык Салоникский. ";"62920:1539:16"
" манаитсирх лавотевосоп ниД-дэ дааС римЭ";"ясьтасапс";"Эмир Саад эд-Дин посоветовал христианам ";"спасаться";" ";"бегством. ";"К. М. Базили. Сирия и Палестина под турецким правительством в историческом и политическом отношении (1847)";"К. М. Базили";"1809";"Сирия и Палестина под турецким правительством в историческом и политическом отношении";"1847";"публицистика | нехудожественная";"монография";"политика и общественная жизнь | история";"К. М. Базили «Сирия под турецким правительством в историческом и политическом отношении», М. Изд-во восточной литературы. 1962";"1962";"книга";"омонимия не снята";"6090";"122555";"н-возраст";"н-уровень";"большая";"Эмир Саад эд-Дин посоветовал христианам спасаться бегством. ";"62920:5862:6"
" хядашол хывотчоп ан неджунирп но лыб";"ясьтасапс";"был он принужден на почтовых лошадях ";"спасаться";" ";"бегством. ";"А. И. Михайловский-Данилевский. Описание Отечественной войны в 1812 году (1839)";"А. И. Михайловский-Данилевский";"1789";"Описание Отечественной войны в 1812 году";"1839";"публицистика | нехудожественная";"монография";"армия и вооруженные конфликты | политика и общественная жизнь";"Михайловский-Данилевский А. И. Описание Отечественной войны в 1812 году, по высочайшему повелению сочиненное Генерал-Лейтенантом Михайловским-Данилевским";"1839";"книга";"омонимия не снята";"12744";"258656";"н-возраст";"н-уровень";"большая";"Последствия оправдали заключение журналистов: не надобно и нельзя было угадывать, да никто бы из них и не угадал, что зимними квартирами для армии будет смерть, не тихая, не безмятежная, но сопряженная с неслыханными дотоле ужасами, а для самого Наполеона карета, в которой наконец был он принужден на почтовых лошадях спасаться бегством. ";"65686:8936:49"
" лавотевос ман и йыроток ,адярто огес";"ясьтасапс";"сего отряда, который и нам советовал ";"спасаться";" ";"бегством, забрав с товарищами своими, священником";"В. Медведков. Материалы по селу Следневу (1836)";"В. Медведков";"";"Материалы по селу Следневу";"1836";"официально-деловая | нехудожественная";"отчет";"политика и общественная жизнь";"Российский Архив: История Отечества в свидетельствах и документах XVIII—XX вв.: Альманах. — Вып. V";"1994";"книга";"омонимия не снята";"25";"635";"н-возраст";"н-уровень";"малая";"И в следствие сего, 5 числа по выступлении из наших домов сего отряда, который и нам советовал спасаться бегством, забрав с товарищами своими, священником Алексеем Волочковым и диаком Иоанном Медведковым из церкви своей лучшую ризницу и утварь, отправились вслед за войском. ";"63988:4:17"
" илыб ынеджунирп иранобрак и ,юлэунаммЭ уроткиВ";"ясьтасапс";"Виктору Эммануэлю, и карбонари принуждены были ";"спасаться";" ";"бегством. ";"К. М. Базили. Очерки Константинополя (1835)";"К. М. Базили";"1809";"Очерки Константинополя";"1835";"публицистика | нехудожественная";"монография";"политика и общественная жизнь | история";"Очерки Константинополя, сочинение Константина Базили. Часть вторая. СПб. 1835";"1835";"книга";"омонимия не снята";"3148";"80726";"н-возраст";"н-уровень";"большая";"Надеясь на повышение в другом порядке вещей, он принял участие в бунте 1821 года; но вся комедия Пиэмонта кончилась ровно в месяц; австрийские войска поспешили на помощь к старому королю Виктору Эммануэлю, и карбонари принуждены были спасаться бегством. ";"62921:2748:36"
" лыб неджунирп корорпежл йытибзар отч кат";"ясьтасапс";"так что разбитый лжепророк принужден был ";"спасаться";" ";"бегством. ";"архиепископ Иннокентий (Борисов). Жизнь святого апостола Павла (1828)";"архиепископ Иннокентий (Борисов)";"1800";"Жизнь святого апостола Павла";"1828";"церковно-богословская | публицистика | нехудожественная";"биография";"религия";"";"";"книга";"омонимия не снята";"1570";"32639";"н-возраст";"н-уровень";"большая";"Но вместо падения стен на них напало войско, посланное от Феликса, так что разбитый лжепророк принужден был спасаться бегством. ";"66917:1536:17"
" еикбор ,едасо в ьтерему илетох еылемС";"ясьтасапс";"Смелые хотели умереть в осаде, робкие ";"спасаться";" ";"бегством; первые стали на стенах, на";"Н. М. Карамзин. История государства Российского: Том 5 (1809-1820)";"Н. М. Карамзин";"1766";"История государства Российского: Том 5";"1809-1820";"учебно-научная | публицистика | нехудожественная";"монография";"наука и технологии | история";"";"";"книга";"омонимия не снята";"2960";"67823";"н-возраст";"н-уровень";"очень большая";"Смелые хотели умереть в осаде, робкие спасаться бегством; первые стали на стенах, на башнях и бросали камнями в тех, которые думали уйти из города; другие, вооруженные мечами и копьями, никого не пускали к городским воротам; наконец, убежденные представлениями людей благоразумных, что в Москве останется еще немало воинов отважных и что в долговременной осаде всего страшнее голод, позволили многим удалиться, но в наказание отняли у них все имущество. ";"64718:589:6"
" или ьтсомидохбоен ледив лиахиМ";"ясьтасапс";"Михаил видел необходимость или ";"спасаться";" ";"бегством, или отдаться в руки Иоанну";"Н. М. Карамзин. История государства Российского: Том 6 (1811-1818)";"Н. М. Карамзин";"1766";"История государства Российского: Том 6";"1811-1818";"учебно-научная | публицистика | нехудожественная";"монография";"наука и технологии | история";"";"";"книга";"омонимия не снята";"2583";"62503";"н-возраст";"н-уровень";"очень большая";"Михаил видел необходимость или спасаться бегством, или отдаться в руки Иоанну; решился на первое и ночью ушел в Литву. ";"64719:1215:4"
" еинереман яеми ыб как ,уноротс в";"ясьтасапс";"в сторону, как бы имея намерение ";"спасаться";" ";"бегством. ";"Н. М. Карамзин. История государства Российского: Том 6 (1811-1818)";"Н. М. Карамзин";"1766";"История государства Российского: Том 6";"1811-1818";"учебно-научная | публицистика | нехудожественная";"монография";"наука и технологии | история";"";"";"книга";"омонимия не снята";"2583";"62503";"н-возраст";"н-уровень";"очень большая";"Плеттенберг, ободрив своих великодушною речью; употребил хитрость: двинулся с войском в сторону, как бы имея намерение спасаться бегством. ";"64719:2227:16"
" ламуд ен валситсоР ,начилаг ьтсобор или";"ясьтасапс";"или робость галичан, Ростислав не думал ";"спасаться";" ";"бегством; сказал дружине:  «Лучше умереть в";"Н. М. Карамзин. История государства Российского: Том 3 (1808-1818)";"Н. М. Карамзин";"1766";"История государства Российского: Том 3";"1808-1818";"учебно-научная | публицистика | нехудожественная";"монография";"наука и технологии | история";"";"";"книга";"омонимия не снята";"2320";"47328";"н-возраст";"н-уровень";"очень большая";"Видя неудачу, измену или робость галичан, Ростислав не думал спасаться бегством; сказал дружине:  «Лучше умереть в своем отечестве, нежели скитаться по чужим землям; предаю суду Божию тех, которые меня обманули» ― и бросился в средину неприятелей. ";"64716:659:9"
" илыб ынжлод ,довеов хувд елсич мот";"ясьтасапс";"том числе двух воевод, должны были ";"спасаться";" ";"бегством в замок. ";"Н. М. Карамзин. История государства Российского: Том 3 (1808-1818)";"Н. М. Карамзин";"1766";"История государства Российского: Том 3";"1808-1818";"учебно-научная | публицистика | нехудожественная";"монография";"наука и технологии | история";"";"";"книга";"омонимия не снята";"2320";"47328";"н-возраст";"н-уровень";"очень большая";"В то время как жители города коварно предлагали мир россиянам, отошедшим далеко от стана, немцы напали на обозы новогородцев: однако ж, потеряв многих людей и в том числе двух воевод, должны были спасаться бегством в замок. ";"64716:1310:32"
" лыб неджунирп ж окандо ,йореГ как";"ясьтасапс";"как Герой, однако ж принужден был ";"спасаться";" ";"бегством; а половцы, усиленные черниговцами, взяв";"Н. М. Карамзин. История государства Российского: Том 3 (1808-1818)";"Н. М. Карамзин";"1766";"История государства Российского: Том 3";"1808-1818";"учебно-научная | публицистика | нехудожественная";"монография";"наука и технологии | история";"";"";"книга";"омонимия не снята";"2320";"47328";"н-возраст";"н-уровень";"очень большая";"Хотя Даниил долго сражался как Герой, однако ж принужден был спасаться бегством; а половцы, усиленные черниговцами, взяв Киев, пленили самого князя Владимира с его супругою. ";"64716:2184:10"
" илетох ен еыроток ,вокорто хиксежянк хигурд";"ясьтасапс";"других княжеских отроков, которые не хотели ";"спасаться";" ";"бегством, но все легли на месте. ";"Н. М. Карамзин. История государства Российского: Том 2 (1806-1818)";"Н. М. Карамзин";"1766";"История государства Российского: Том 2";"1806-1818";"учебно-научная | публицистика | нехудожественная";"монография";"наука и технологии | история";"";"";"книга";"омонимия не снята";"2964";"52537";"н-возраст";"н-уровень";"очень большая";"Они умертвили и других княжеских отроков, которые не хотели спасаться бегством, но все легли на месте. ";"64715:40:9"
" лыб нежлод ,моклопорЯ йыннеджебоп ,он ;учертсван";"ясьтасапс";"навстречу; но, побежденный Ярополком, должен был ";"спасаться";" ";"бегством в древлянский город Овруч: воины";"Н. М. Карамзин. История государства Российского: Том 1 (1803-1818)";"Н. М. Карамзин";"1766";"История государства Российского: Том 1";"1803-1818";"учебно-научная | публицистика | нехудожественная";"монография";"наука и технологии | история";"";"";"книга";"омонимия не снята";"2104";"46063";"н-возраст";"н-уровень";"очень большая";"Олег, узнав о намерении своего брата, также [в 977 г.] собрал войско и вышел к нему навстречу; но, побежденный Ярополком, должен был спасаться бегством в древлянский город Овруч: воины его, гонимые неприятелем, теснились на мосту у городских ворот и столкнули своего князя в глубокий ров. ";"64711:1627:22"
" лему ен нО";"ясьтасапс";"Он не умел ";"спасаться";" ";"бегством. ";"Ф. Н. Глинка. Зиновий Богдан Хмельницкий, или Освобожденная Малороссия (1816)";"Ф. Н. Глинка";"1786";"Зиновий Богдан Хмельницкий, или Освобожденная Малороссия";"1816";"художественная";"повесть";"";"«Предслава и Добрыня»: Исторические повести русских романтиков, Сост., авт. вступ. статьи и коммент. В. Ю. Троицкий. — М.: «Современник», 1986.";"1986";"книга";"омонимия не снята";"963";"14549";"н-возраст";"н-уровень";"большая";"Он не умел спасаться бегством. ";"63625:947:3"
" и ублотс умотэ к ьтазявирп ,ясьтуник";"ясьтасапс";"кинуться, привязать к этому столбу и ";"спасаться";" ";"бегством?  ";"В. Т. Нарежный. Российский Жилблаз, или Похождения князя Гаврилы Симоновича Чистякова (1814)";"В. Т. Нарежный";"1780";"Российский Жилблаз, или Похождения князя Гаврилы Симоновича Чистякова";"1814";"художественная";"роман";"";"В. Т. Нарежный. Собрание сочинений в 2 томах. Т.1";"1983";"книга";"омонимия не снята";"13344";"179647";"н-возраст";"н-уровень";"очень большая";"Что мешает мне, как прийдет ввечеру, на него кинуться, привязать к этому столбу и спасаться бегством?  ";"66029:6342:14"
" или ,ьтунбигоп или ястеатсо йе адгот";"ясьтасапс";"тогда ей остается или погибнуть, или ";"спасаться";" ";"бегством; до бога высоко, до царя";"Неизвестный. Варенька (1810)";"Неизвестный";"";"Варенька";"1810";"художественная";"повесть";"";"Русская сентиментальная повесть";"1979";"книга";"омонимия не снята";"141";"3262";"н-возраст";"н-уровень";"большая";"Но что сделает робкая невинность, когда ядовитая и мощная злоба будет извергать на нее свои пламенные грозы: тогда ей остается или погибнуть, или спасаться бегством; до бога высоко, до царя далеко!  ";"68373:9:23"
" еинереман лагалоп ,еиняачто в деширп ,и";"ясьтасапс";"и, пришед в отчаяние, полагал намерение ";"спасаться";" ";"бегством в Польшу, что и объявил";"Л. А. Травин. Записки (1806-1808)";"Л. А. Травин";"1732";"Записки";"1806-1808";"публицистика | нехудожественная";"дневник, записные книжки";"";"Травин Л. А. Записки";"1998";"книга";"омонимия не снята";"595";"24203";"н-возраст";"н-уровень";"большая";"Я уже по обстоятельствам предвидел предстоящую мне от Девальса напасть и, пришед в отчаяние, полагал намерение спасаться бегством в Польшу, что и объявил я матери своей и жене; но они, будучи женского слабого духа, безмерно возмутились, приемля себе на ум, что, лишившись меня, лишаются последнего себе зашищения и надежды, о чем и я также соболезновал. ";"68930:158:16"
" лыб нежлод сизА-ледбА отч кат ,еиныну";"ясьтасапс";"уныние, так что Абдел-Азис должен был ";"спасаться";" ";"бегством. ";"О Вгаабисах // «Вестник Европы», 1805";"неизвестный";"";"О Вгаабисах";"1805";"публицистика | нехудожественная";"статья";"политика и общественная жизнь | религия";"«Вестник Европы»";"1805";"журнал";"омонимия не снята";"251";"4806";"н-возраст";"н-уровень";"средняя";"Вгаабисы, привыкшие сами нападать, видя внезапное приближение неприятеля, пришли в уныние, так что Абдел-Азис должен был спасаться бегством. ";"69420:98:16"
" иливатсаз хичорп а ,восибаагВ аксйов зи";"ясьтасапс";"из войска Вгаабисов, а прочих заставили ";"спасаться";" ";"бегством, Таким образом Соут в одно";"О Вгаабисах // «Вестник Европы», 1805";"неизвестный";"";"О Вгаабисах";"1805";"публицистика | нехудожественная";"статья";"политика и общественная жизнь | религия";"«Вестник Европы»";"1805";"журнал";"омонимия не снята";"251";"4806";"н-возраст";"н-уровень";"средняя";"Жители Медины, вышед на встречу, умертвили многих из войска Вгаабисов, а прочих заставили спасаться бегством, Таким образом Соут в одно и то же время претерпел две неудачи, под Джеддою и под Мединою. ";"69420:189:13"
" неджунирп ценокан и туникорпо лыб зар";"ясьтасапс";"раз был опрокинут и наконец принужден ";"спасаться";" ";"бегством. ";"[И. И. Михельсон]. Военно-походный журнал командира карательного корпуса подполковника Михельсона (1774)";"[И. И. Михельсон]";"1740";"Военно-походный журнал командира карательного корпуса подполковника Михельсона";"1774";"официально-деловая | нехудожественная";"дневник, записные книжки";"армия и вооруженные конфликты";"";"";"книга";"омонимия не снята";"385";"10726";"н-возраст";"профессиональный";"малая";"Злодей Пугачев, сколько ни останавливался с своими конными, всякой раз был опрокинут и наконец принужден спасаться бегством. ";"70159:365:15"
" йелетидебоп то ьсиларатс еыннелвзяу и еыннеджебоП";"ясьтасапс";"Побежденные и уязвленные старались от победителей ";"спасаться";" ";"бегством, но победители, всегда за ними";"Иван Лепехин. Дневные записки (1768-1769)";"Иван Лепехин";"1740";"Дневные записки";"1768-1769";"публицистика | нехудожественная";"дневник, записные книжки";"частная жизнь";"Исторические путешествия. Извлечения из мемуаров и записок иностранных и русских путешественников по Волге в XV-XVIII вв. Сталинград. Краевое книгоиздательство. 1936";"1936";"книга";"омонимия не снята";"409";"7613";"н-возраст";"н-уровень";"средняя";"Побежденные и уязвленные старались от победителей спасаться бегством, но победители, всегда за ними гоняясь, налагали новые раны до тех пор, пока неприятелей своих не положили на месте. ";"70703:183:6"
